# Logger: CSVLogger | Started: Fri Sep 26 15:20:21 2025
partition,stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras,__topic__
observed,temp-1,temp-1-1758914988349,1758914988.3496685,1758914988.3496685,1758914988.3496685,float,C,27.143958973778084,,,,,observed,SimulatedDroppingStream,{'ground_truth': 27.143958973778084},observed.temp-1
reconstructed,temp-1,temp-1-1758914988349,1758914988.3496685,1758914988.3496685,1758914988.3496685,float,C,27.143958973778084,26.516050847917597,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 27.143958973778084},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915161352,1758915161.3521938,1758915161.3521938,1758915161.3521938,float,C,29.853116449714726,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.853116449714726},groundtruth.temp-1
observed,temp-1,temp-1-1758914989348,1758914989.3488584,1758914989.3488584,1758914989.3488584,float,C,23.350661543066114,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.350661543066114},observed.temp-1
reconstructed,temp-1,temp-1-1758914989348,1758914989.3488584,1758914989.3488584,1758914989.3488584,float,C,23.350661543066114,24.44045836001676,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.350661543066114},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915162357,1758915162.357218,1758915162.357218,1758915162.357218,float,C,16.09991659050893,,,,,groundtruth,GroundTruthStream,{'ground_truth': 16.09991659050893},groundtruth.temp-1
observed,temp-1,temp-1-1758914990347,1758914990.347659,1758914990.3601933,1758914990.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914990347,1758914990.347659,1758914990.3601933,1758914990.347659,float,C,24.37165264181613,24.37165264181613,KalmanFilter,0.5839668754413829,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915163354,1758915163.354747,1758915163.354747,1758915163.354747,float,C,27.246350420481043,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.246350420481043},groundtruth.temp-1
observed,temp-1,temp-1-1758914991363,1758914991.363584,1758914991.363584,1758914991.363584,float,C,26.89931724282647,,,,,observed,SimulatedDroppingStream,{'ground_truth': 26.89931724282647},observed.temp-1
reconstructed,temp-1,temp-1-1758914991363,1758914991.363584,1758914991.363584,1758914991.363584,float,C,26.89931724282647,26.808679043117365,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 26.89931724282647},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915164357,1758915164.3572226,1758915164.3572226,1758915164.3572226,float,C,23.856778621507107,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.856778621507107},groundtruth.temp-1
observed,temp-1,temp-1-1758914992360,1758914992.3602238,1758914992.3602238,1758914992.3602238,float,C,23.494318750320446,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.494318750320446},observed.temp-1
reconstructed,temp-1,temp-1-1758914992360,1758914992.3602238,1758914992.3602238,1758914992.3602238,float,C,23.494318750320446,24.085291634296603,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.494318750320446},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915165351,1758915165.3515966,1758915165.3515966,1758915165.3515966,float,C,22.440051852198643,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.440051852198643},groundtruth.temp-1
observed,temp-1,temp-1-1758914993347,1758914993.347659,1758914993.3521113,1758914993.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914993347,1758914993.347659,1758914993.3521113,1758914993.347659,float,C,21.62136082605807,21.62136082605807,KalmanFilter,0.5842449952946391,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915166359,1758915166.359244,1758915166.359244,1758915166.359244,float,C,21.587331754226312,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.587331754226312},groundtruth.temp-1
observed,temp-1,temp-1-1758914994347,1758914994.347659,1758914994.352832,1758914994.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914994347,1758914994.347659,1758914994.352832,1758914994.347659,float,C,18.139642418944682,18.139642418944682,KalmanFilter,0.24156651561124787,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915168348,1758915168.3484395,1758915168.3484395,1758915168.3484395,float,C,26.90773469813521,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.90773469813521},groundtruth.temp-1
observed,temp-1,temp-1-1758914995347,1758914995.347659,1758914995.3621192,1758914995.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914995347,1758914995.347659,1758914995.3621192,1758914995.347659,float,C,13.640136412956442,13.640136412956442,KalmanFilter,0.09416510154077092,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915169352,1758915169.352129,1758915169.352129,1758915169.352129,float,C,15.90736984830601,,,,,groundtruth,GroundTruthStream,{'ground_truth': 15.90736984830601},groundtruth.temp-1
observed,temp-1,temp-1-1758914996354,1758914996.3540878,1758914996.3540878,1758914996.3540878,float,C,27.144846787839434,,,,,observed,SimulatedDroppingStream,{'ground_truth': 27.144846787839434},observed.temp-1
reconstructed,temp-1,temp-1-1758914996354,1758914996.3540878,1758914996.3540878,1758914996.3540878,float,C,27.144846787839434,27.064986212712597,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 27.144846787839434},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915171362,1758915171.3620048,1758915171.3620048,1758915171.3620048,float,C,15.947813298821446,,,,,groundtruth,GroundTruthStream,{'ground_truth': 15.947813298821446},groundtruth.temp-1
observed,temp-1,temp-1-1758914997347,1758914997.347659,1758914997.3491,1758914997.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914997347,1758914997.347659,1758914997.3491,1758914997.347659,float,C,29.079426701740804,29.079426701740804,KalmanFilter,0.5342300367539381,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915172355,1758915172.3555298,1758915172.3555298,1758915172.3555298,float,C,24.83353428558528,,,,,groundtruth,GroundTruthStream,{'ground_truth': 24.83353428558528},groundtruth.temp-1
observed,temp-1,temp-1-1758914998357,1758914998.3577187,1758914998.3577187,1758914998.3577187,float,C,22.120306297946627,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.120306297946627},observed.temp-1
reconstructed,temp-1,temp-1-1758914998357,1758914998.3577187,1758914998.3577187,1758914998.3577187,float,C,22.120306297946627,22.339061833729698,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.120306297946627},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915174359,1758915174.3599105,1758915174.3599105,1758915174.3599105,float,C,18.231562723417948,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.231562723417948},groundtruth.temp-1
observed,temp-1,temp-1-1758914999347,1758914999.347659,1758914999.3492484,1758914999.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758914999347,1758914999.347659,1758914999.3492484,1758914999.347659,float,C,18.61553809035419,18.61553809035419,KalmanFilter,0.5877223840006726,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915175360,1758915175.3609357,1758915175.3609357,1758915175.3609357,float,C,27.351345859312854,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.351345859312854},groundtruth.temp-1
observed,temp-1,temp-1-1758915000347,1758915000.347659,1758915000.3610828,1758915000.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915000347,1758915000.347659,1758915000.3610828,1758915000.347659,float,C,13.795174961742749,13.795174961742749,KalmanFilter,0.242972659362265,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915176358,1758915176.3580024,1758915176.3580024,1758915176.3580024,float,C,16.890529229529104,,,,,groundtruth,GroundTruthStream,{'ground_truth': 16.890529229529104},groundtruth.temp-1
observed,temp-1,temp-1-1758915001347,1758915001.347659,1758915001.3585715,1758915001.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915001347,1758915001.347659,1758915001.3585715,1758915001.347659,float,C,7.877972447895377,7.877972447895377,KalmanFilter,0.09415552559131533,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915177357,1758915177.3573163,1758915177.3573163,1758915177.3573163,float,C,19.40682595381444,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.40682595381444},groundtruth.temp-1
observed,temp-1,temp-1-1758915002356,1758915002.3569663,1758915002.3569663,1758915002.3569663,float,C,19.027566720813862,,,,,observed,SimulatedDroppingStream,{'ground_truth': 19.027566720813862},observed.temp-1
reconstructed,temp-1,temp-1-1758915002356,1758915002.3569663,1758915002.3569663,1758915002.3569663,float,C,19.027566720813862,18.951675684241135,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.027566720813862},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915178356,1758915178.356863,1758915178.356863,1758915178.356863,float,C,29.893924184436084,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.893924184436084},groundtruth.temp-1
observed,temp-1,temp-1-1758915003356,1758915003.3565896,1758915003.3565896,1758915003.3565896,float,C,17.504213749455932,,,,,observed,SimulatedDroppingStream,{'ground_truth': 17.504213749455932},observed.temp-1
reconstructed,temp-1,temp-1-1758915003356,1758915003.3565896,1758915003.3565896,1758915003.3565896,float,C,17.504213749455932,17.661231036581498,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 17.504213749455932},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915179351,1758915179.3513217,1758915179.3513217,1758915179.3513217,float,C,27.623180180734504,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.623180180734504},groundtruth.temp-1
observed,temp-1,temp-1-1758915004352,1758915004.3527958,1758915004.3527958,1758915004.3527958,float,C,16.39613715301014,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.39613715301014},observed.temp-1
reconstructed,temp-1,temp-1-1758915004352,1758915004.3527958,1758915004.3527958,1758915004.3527958,float,C,16.39613715301014,16.42424879174982,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.39613715301014},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915180354,1758915180.3542259,1758915180.3542259,1758915180.3542259,float,C,20.96485020590099,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.96485020590099},groundtruth.temp-1
observed,temp-1,temp-1-1758915005356,1758915005.3561234,1758915005.3561234,1758915005.3561234,float,C,21.625982203600316,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.625982203600316},observed.temp-1
reconstructed,temp-1,temp-1-1758915005356,1758915005.3561234,1758915005.3561234,1758915005.3561234,float,C,21.625982203600316,20.813752671061827,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.625982203600316},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915181357,1758915181.3577163,1758915181.3577163,1758915181.3577163,float,C,21.436367247922323,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.436367247922323},groundtruth.temp-1
observed,temp-1,temp-1-1758915006347,1758915006.347659,1758915006.351535,1758915006.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915006347,1758915006.347659,1758915006.351535,1758915006.347659,float,C,24.873167654900346,24.873167654900346,KalmanFilter,0.5966962141450328,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915184358,1758915184.3581793,1758915184.3581793,1758915184.3581793,float,C,25.740575798219687,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.740575798219687},groundtruth.temp-1
observed,temp-1,temp-1-1758915007357,1758915007.3573089,1758915007.3573089,1758915007.3573089,float,C,23.857237800370058,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.857237800370058},observed.temp-1
reconstructed,temp-1,temp-1-1758915007357,1758915007.3573089,1758915007.3573089,1758915007.3573089,float,C,23.857237800370058,24.073087911661506,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.857237800370058},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915185364,1758915185.3641024,1758915185.3641024,1758915185.3641024,float,C,23.8808134065405,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.8808134065405},groundtruth.temp-1
observed,temp-1,temp-1-1758915008347,1758915008.347659,1758915008.3546002,1758915008.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915008347,1758915008.347659,1758915008.3546002,1758915008.347659,float,C,26.601996167907668,26.601996167907668,KalmanFilter,0.5952310456203544,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915186349,1758915186.3498907,1758915186.3498907,1758915186.3498907,float,C,23.989398950742938,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.989398950742938},groundtruth.temp-1
observed,temp-1,temp-1-1758915009347,1758915009.347659,1758915009.3540733,1758915009.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915009347,1758915009.347659,1758915009.3540733,1758915009.347659,float,C,29.484255140660338,29.484255140660338,KalmanFilter,0.24766258117436077,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915187354,1758915187.3544052,1758915187.3544052,1758915187.3544052,float,C,28.758175989598605,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.758175989598605},groundtruth.temp-1
observed,temp-1,temp-1-1758915010354,1758915010.3546104,1758915010.3546104,1758915010.3546104,float,C,17.74079553799504,,,,,observed,SimulatedDroppingStream,{'ground_truth': 17.74079553799504},observed.temp-1
reconstructed,temp-1,temp-1-1758915010354,1758915010.3546104,1758915010.3546104,1758915010.3546104,float,C,17.74079553799504,17.897844897533368,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 17.74079553799504},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915188360,1758915188.3607383,1758915188.3607383,1758915188.3607383,float,C,19.400783205203425,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.400783205203425},groundtruth.temp-1
observed,temp-1,temp-1-1758915011363,1758915011.363452,1758915011.363452,1758915011.363452,float,C,26.926160356593023,,,,,observed,SimulatedDroppingStream,{'ground_truth': 26.926160356593023},observed.temp-1
reconstructed,temp-1,temp-1-1758915011363,1758915011.363452,1758915011.363452,1758915011.363452,float,C,26.926160356593023,25.29895551827515,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 26.926160356593023},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915190351,1758915190.3516922,1758915190.3516922,1758915190.3516922,float,C,27.473522489074732,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.473522489074732},groundtruth.temp-1
observed,temp-1,temp-1-1758915012363,1758915012.3631587,1758915012.3631587,1758915012.3631587,float,C,21.52391235106421,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.52391235106421},observed.temp-1
reconstructed,temp-1,temp-1-1758915012363,1758915012.3631587,1758915012.3631587,1758915012.3631587,float,C,21.52391235106421,22.703851498890113,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.52391235106421},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915191360,1758915191.360064,1758915191.360064,1758915191.360064,float,C,23.657938815421907,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.657938815421907},groundtruth.temp-1
observed,temp-1,temp-1-1758915013359,1758915013.3593524,1758915013.3593524,1758915013.3593524,float,C,25.281837574875624,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.281837574875624},observed.temp-1
reconstructed,temp-1,temp-1-1758915013359,1758915013.3593524,1758915013.3593524,1758915013.3593524,float,C,25.281837574875624,24.936450228298117,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.281837574875624},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915192350,1758915192.3508232,1758915192.3508232,1758915192.3508232,float,C,22.003887273341068,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.003887273341068},groundtruth.temp-1
observed,temp-1,temp-1-1758915014353,1758915014.3534384,1758915014.3534384,1758915014.3534384,float,C,22.469309516493055,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.469309516493055},observed.temp-1
reconstructed,temp-1,temp-1-1758915014353,1758915014.3534384,1758915014.3534384,1758915014.3534384,float,C,22.469309516493055,23.027983822733173,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.469309516493055},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915193350,1758915193.3509734,1758915193.3509734,1758915193.3509734,float,C,27.96140571229821,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.96140571229821},groundtruth.temp-1
observed,temp-1,temp-1-1758915015356,1758915015.3564265,1758915015.3564265,1758915015.3564265,float,C,21.6409266240484,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.6409266240484},observed.temp-1
reconstructed,temp-1,temp-1-1758915015356,1758915015.3564265,1758915015.3564265,1758915015.3564265,float,C,21.6409266240484,21.644161352545755,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.6409266240484},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915194355,1758915194.3558626,1758915194.3558626,1758915194.3558626,float,C,18.561330112868795,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.561330112868795},groundtruth.temp-1
observed,temp-1,temp-1-1758915016361,1758915016.3613987,1758915016.3613987,1758915016.3613987,float,C,15.99269617745671,,,,,observed,SimulatedDroppingStream,{'ground_truth': 15.99269617745671},observed.temp-1
reconstructed,temp-1,temp-1-1758915016361,1758915016.3613987,1758915016.3613987,1758915016.3613987,float,C,15.99269617745671,16.454051299169038,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 15.99269617745671},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915195358,1758915195.3586245,1758915195.3586245,1758915195.3586245,float,C,22.54163006171028,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.54163006171028},groundtruth.temp-1
observed,temp-1,temp-1-1758915017357,1758915017.3579004,1758915017.3579004,1758915017.3579004,float,C,18.233793947619795,,,,,observed,SimulatedDroppingStream,{'ground_truth': 18.233793947619795},observed.temp-1
reconstructed,temp-1,temp-1-1758915017357,1758915017.3579004,1758915017.3579004,1758915017.3579004,float,C,18.233793947619795,17.258089591603447,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 18.233793947619795},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915196363,1758915196.363611,1758915196.363611,1758915196.363611,float,C,17.110021719071923,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.110021719071923},groundtruth.temp-1
observed,temp-1,temp-1-1758915018356,1758915018.356571,1758915018.356571,1758915018.356571,float,C,28.223003816107976,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.223003816107976},observed.temp-1
reconstructed,temp-1,temp-1-1758915018356,1758915018.356571,1758915018.356571,1758915018.356571,float,C,28.223003816107976,26.671812712693004,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.223003816107976},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915197360,1758915197.3600075,1758915197.3600075,1758915197.3600075,float,C,18.847643133657,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.847643133657},groundtruth.temp-1
observed,temp-1,temp-1-1758915019361,1758915019.3611789,1758915019.3611789,1758915019.3611789,float,C,29.477559167459717,,,,,observed,SimulatedDroppingStream,{'ground_truth': 29.477559167459717},observed.temp-1
reconstructed,temp-1,temp-1-1758915019361,1758915019.3611789,1758915019.3611789,1758915019.3611789,float,C,29.477559167459717,30.32327715952494,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 29.477559167459717},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915198350,1758915198.3501954,1758915198.3501954,1758915198.3501954,float,C,18.11029263633162,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.11029263633162},groundtruth.temp-1
observed,temp-1,temp-1-1758915020352,1758915020.3524108,1758915020.3524108,1758915020.3524108,float,C,18.44929231956874,,,,,observed,SimulatedDroppingStream,{'ground_truth': 18.44929231956874},observed.temp-1
reconstructed,temp-1,temp-1-1758915020352,1758915020.3524108,1758915020.3524108,1758915020.3524108,float,C,18.44929231956874,20.91708360129283,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 18.44929231956874},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915199364,1758915199.364367,1758915199.364367,1758915199.364367,float,C,25.694540807572206,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.694540807572206},groundtruth.temp-1
observed,temp-1,temp-1-1758915021354,1758915021.3545558,1758915021.3545558,1758915021.3545558,float,C,29.69003598384512,,,,,observed,SimulatedDroppingStream,{'ground_truth': 29.69003598384512},observed.temp-1
reconstructed,temp-1,temp-1-1758915021354,1758915021.3545558,1758915021.3545558,1758915021.3545558,float,C,29.69003598384512,27.63818831147698,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 29.69003598384512},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915200354,1758915200.354417,1758915200.354417,1758915200.354417,float,C,22.71113790798418,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.71113790798418},groundtruth.temp-1
observed,temp-1,temp-1-1758915022347,1758915022.347659,1758915022.3494468,1758915022.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915022347,1758915022.347659,1758915022.3494468,1758915022.347659,float,C,30.7079033766709,30.7079033766709,KalmanFilter,0.5974372602045608,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915201361,1758915201.3612185,1758915201.3612185,1758915201.3612185,float,C,19.630970268722056,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.630970268722056},groundtruth.temp-1
observed,temp-1,temp-1-1758915023362,1758915023.3626862,1758915023.3626862,1758915023.3626862,float,C,22.922640625814473,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.922640625814473},observed.temp-1
reconstructed,temp-1,temp-1-1758915023362,1758915023.3626862,1758915023.3626862,1758915023.3626862,float,C,22.922640625814473,23.309173545910568,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.922640625814473},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915202359,1758915202.3595624,1758915202.3595624,1758915202.3595624,float,C,17.74097944043602,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.74097944043602},groundtruth.temp-1
observed,temp-1,temp-1-1758915024348,1758915024.3482404,1758915024.3482404,1758915024.3482404,float,C,25.174860151146923,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.174860151146923},observed.temp-1
reconstructed,temp-1,temp-1-1758915024348,1758915024.3482404,1758915024.3482404,1758915024.3482404,float,C,25.174860151146923,24.513961407960025,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.174860151146923},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915203361,1758915203.3616664,1758915203.3616664,1758915203.3616664,float,C,29.59212006686443,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.59212006686443},groundtruth.temp-1
observed,temp-1,temp-1-1758915025362,1758915025.362893,1758915025.362893,1758915025.362893,float,C,18.530613570362455,,,,,observed,SimulatedDroppingStream,{'ground_truth': 18.530613570362455},observed.temp-1
reconstructed,temp-1,temp-1-1758915025362,1758915025.362893,1758915025.362893,1758915025.362893,float,C,18.530613570362455,19.259563396509932,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 18.530613570362455},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915205360,1758915205.3602037,1758915205.3602037,1758915205.3602037,float,C,20.97103610081261,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.97103610081261},groundtruth.temp-1
observed,temp-1,temp-1-1758915026361,1758915026.3615339,1758915026.3615339,1758915026.3615339,float,C,27.795391577353108,,,,,observed,SimulatedDroppingStream,{'ground_truth': 27.795391577353108},observed.temp-1
reconstructed,temp-1,temp-1-1758915026361,1758915026.3615339,1758915026.3615339,1758915026.3615339,float,C,27.795391577353108,26.073248558142303,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 27.795391577353108},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915206362,1758915206.3625324,1758915206.3625324,1758915206.3625324,float,C,21.723851148221712,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.723851148221712},groundtruth.temp-1
observed,temp-1,temp-1-1758915027360,1758915027.360388,1758915027.360388,1758915027.360388,float,C,28.235009093479928,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.235009093479928},observed.temp-1
reconstructed,temp-1,temp-1-1758915027360,1758915027.360388,1758915027.360388,1758915027.360388,float,C,28.235009093479928,28.602023661617693,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.235009093479928},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915208359,1758915208.3591478,1758915208.3591478,1758915208.3591478,float,C,23.695248207089396,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.695248207089396},groundtruth.temp-1
observed,temp-1,temp-1-1758915028357,1758915028.3575752,1758915028.3575752,1758915028.3575752,float,C,25.558801818096896,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.558801818096896},observed.temp-1
reconstructed,temp-1,temp-1-1758915028357,1758915028.3575752,1758915028.3575752,1758915028.3575752,float,C,25.558801818096896,26.554387992618267,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.558801818096896},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915209361,1758915209.3619893,1758915209.3619893,1758915209.3619893,float,C,17.906158753155683,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.906158753155683},groundtruth.temp-1
observed,temp-1,temp-1-1758915029361,1758915029.3610158,1758915029.3610158,1758915029.3610158,float,C,24.017405565074863,,,,,observed,SimulatedDroppingStream,{'ground_truth': 24.017405565074863},observed.temp-1
reconstructed,temp-1,temp-1-1758915029361,1758915029.3610158,1758915029.3610158,1758915029.3610158,float,C,24.017405565074863,24.282143877395324,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 24.017405565074863},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915210361,1758915210.361753,1758915210.361753,1758915210.361753,float,C,23.18331507502066,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.18331507502066},groundtruth.temp-1
observed,temp-1,temp-1-1758915030359,1758915030.3596764,1758915030.3596764,1758915030.3596764,float,C,22.750352551225365,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.750352551225365},observed.temp-1
reconstructed,temp-1,temp-1-1758915030359,1758915030.3596764,1758915030.3596764,1758915030.3596764,float,C,22.750352551225365,22.580430268424564,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.750352551225365},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915211348,1758915211.3488135,1758915211.3488135,1758915211.3488135,float,C,23.812893905573276,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.812893905573276},groundtruth.temp-1
