# Started Tue Dec 30 12:10:50 2025
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras
2ae8ae04-9697-4523-a290-023d2a45880a,simulated,speed-1,1767114746.6190646,28.945548085588097,0.9181002640135353,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114746.734306}
df13ee86-2b50-4d6e-af1c-63de34a67f66,float,engine-temp-1,1767114746.7494986,90.91793550622658,1.0,observed,scalar,C,{'drift': 0.042296284047194765, 'noise': 3.466724443591265}
90dad8d0-320c-4591-bcb3-1886981d8b5f,float,fuel-1,1767114746.8749807,48.310407651261194,1.0,observed,scalar,%,{'drift': 0.46721591544799956, 'noise': -0.20557711959396574}
6a8d0cc3-9e7d-45fc-89bd-422440aadb93,float,speed-1,1767114747.6295326,11.066864049628032,1.0,observed,scalar,km/h,{'drift': 0.512736218174314, 'noise': -4.935764038761144}
21a7520e-143b-48bc-8fb9-693a6c623646,float,engine-temp-1,1767114747.6449995,90.88986199858365,1.0,observed,scalar,C,{'drift': 0.13000445855259107, 'noise': -0.15807796619552453}
03ce68f0-d290-4398-b7a3-0bee9abc8a3b,float,fuel-1,1767114748.129025,47.78380932155957,1.0,observed,scalar,%,{'drift': -0.4844003576105763, 'noise': -0.042197972091047746}
ee992a08-e8dd-479f-bbff-733a04f52130,float,engine-temp-1,1767114748.5341685,89.85840363830144,1.0,observed,scalar,C,{'drift': -0.24113599980356018, 'noise': -0.7903223604786616}
1d6dbb36-569d-4d08-b009-58ae59f57374,float,speed-1,1767114748.6260245,15.38353949063235,1.0,observed,scalar,km/h,{'drift': -0.6229865686542575, 'noise': 4.9396620096585755}
ee7d3b2f-6133-4271-91d6-790024ce1211,float,fuel-1,1767114749.3794763,47.70645584484619,1.0,observed,scalar,%,{'drift': -0.1042204125470787, 'noise': 0.02686693583369226}
268f14b1-33a8-4a3c-a502-a7f8327b4887,float,engine-temp-1,1767114749.4271,89.25074356902324,1.0,observed,scalar,C,{'drift': -0.1157382440553259, 'noise': -0.49192182522286554}
1d911e98-9c3b-4dad-941b-5dd18ba27224,float,speed-1,1767114749.6289597,13.467098813548635,1.0,observed,scalar,km/h,{'drift': 1.6164488232721257, 'noise': -3.5328895003558416}
80015463-497a-4fc7-b08b-3b81f2df718a,float,engine-temp-1,1767114750.3150992,90.58974595049186,1.0,observed,scalar,C,{'drift': 0.07069493627473905, 'noise': 1.2683074451938818}
e0ad608d-f2d9-4f86-ae47-9cbf6c4c18bf,float,speed-1,1767114750.628942,12.989640097873732,1.0,observed,scalar,km/h,{'drift': 0.9619836989623685, 'noise': -1.4394424146372715}
193ea51b-bfce-4930-9114-c906e625ba8c,float,fuel-1,1767114750.628942,47.20248756783707,1.0,observed,scalar,%,{'drift': -0.48066368751179667, 'noise': -0.023304589497323676}
568e53bf-6bbf-475b-a80f-666f0e3f403b,float,engine-temp-1,1767114751.2054236,90.34905821604956,1.0,observed,scalar,C,{'drift': -0.053220341691535195, 'noise': -0.18746739275076765}
29b45e46-ee28-4dfd-afa2-be396e699f1e,float,speed-1,1767114751.627283,6.405571277376921,1.0,observed,scalar,km/h,{'drift': 0.6345777261922736, 'noise': -7.218646546689085}
7644d0c5-a232-4416-9f20-b6a0b812fb01,float,fuel-1,1767114751.8777778,46.831551076795954,1.0,observed,scalar,%,{'drift': -0.418758945427123, 'noise': 0.047822454386008545}
6b46c020-b42b-4f45-be42-e0790d48bb3b,float,engine-temp-1,1767114752.097213,91.41028986354068,1.0,observed,scalar,C,{'drift': -0.21484914324452195, 'noise': 1.2760807907356546}
95172c6e-1940-414b-91f2-52933641c762,float,speed-1,1767114752.6288123,9.273804581637929,1.0,observed,scalar,km/h,{'drift': 0.5102511434247807, 'noise': 2.357982160836227}
d5ce65eb-604d-4e26-9a37-e519e5d6e791,float,engine-temp-1,1767114752.9773095,89.72490476732247,1.0,observed,scalar,C,{'drift': -0.08021231809695548, 'noise': -1.6051727781212533}
81b90c76-cc8d-4bd3-b826-985ef422287c,float,fuel-1,1767114753.1341212,47.056410162436215,1.0,observed,scalar,%,{'drift': -0.010595269011028918, 'noise': 0.23545435465128994}
5890081d-c6aa-433d-a851-5f9bb43c12d0,float,speed-1,1767114753.6237578,14.669068912484128,1.0,observed,scalar,km/h,{'drift': 1.4578255195463439, 'noise': 3.937438811299855}
623147a1-90d6-48bf-8b79-060ab9882b69,float,engine-temp-1,1767114753.8735425,90.88826862575658,1.0,observed,scalar,C,{'drift': -0.06490626343352862, 'noise': 1.2282701218676424}
6853ef66-ae09-4459-b69a-567164bceeaa,float,fuel-1,1767114754.3747954,47.16418540876565,1.0,observed,scalar,%,{'drift': 0.14692960812057565, 'noise': -0.0391543617911461}
e3f6c6ac-c51e-4c23-a50b-0abf7b5ceb44,float,speed-1,1767114754.6242547,11.129589194746751,1.0,observed,scalar,km/h,{'drift': 0.9487742884281576, 'noise': -4.488254006165534}
0f92ea88-8d31-4d34-b3e5-a71c4de965c2,float,engine-temp-1,1767114754.7625186,89.26039979764556,1.0,observed,scalar,C,{'drift': -0.10499833606134243, 'noise': -1.522870492049682}
729be834-a0aa-4d0a-b29b-a1e9cfc7033b,float,speed-1,1767114755.622928,8.131429549151147,1.0,observed,scalar,km/h,{'drift': -1.3183763681071823, 'noise': -1.6797832774884232}
d8bd7175-9c10-4216-8e50-d1d14d249599,float,fuel-1,1767114755.638908,46.75079070803679,1.0,observed,scalar,%,{'drift': -0.42868243352057045, 'noise': 0.015287732791710635}
c95020e0-d758-4fe4-997a-fd5292caa1af,float,engine-temp-1,1767114755.6549034,90.5997134856929,1.0,observed,scalar,C,{'drift': 0.1827079827490331, 'noise': 1.156605705298308}
7c1f1a1f-76e7-40b8-b900-4080146eff42,float,engine-temp-1,1767114756.535483,87.80735974036084,1.0,observed,scalar,C,{'drift': -0.21088804208713297, 'noise': -2.5814657032449357}
eec17ddd-0e88-45f0-bf09-bb01dbe76d31,float,speed-1,1767114756.6290648,0.0,1.0,observed,scalar,km/h,{'drift': -0.09996453758707347, 'noise': -9.498496102362493}
5596ee82-e02d-47db-9e1b-461218e232a9,float,fuel-1,1767114756.8809078,46.92073865573239,1.0,observed,scalar,%,{'drift': 0.19523042419056924, 'noise': -0.025282476494964685}
ed05fc37-51f8-4395-9c89-31993bf21481,simulated,engine-temp-1,1767114757.4190772,90.86519487332268,0.9736050800014995,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114757.5323298}
c7eaddbf-4b22-4a18-bbab-fa8d0b53743d,float,speed-1,1767114757.6248398,3.3500404113272557,1.0,observed,scalar,km/h,{'drift': -0.3441477268985249, 'noise': 3.6941881382257806}
e841a925-e61a-4f27-b520-6f373d3eff09,float,fuel-1,1767114758.1246598,47.017740391955414,1.0,observed,scalar,%,{'drift': 0.011890153647968194, 'noise': 0.08511158257504925}
da1e9ce6-ea69-4d4b-8f8d-7f351392f8ac,float,engine-temp-1,1767114758.3287044,83.2100356986192,1.0,observed,scalar,C,{'drift': 0.060661384621276127, 'noise': 0.024548506055357647}
4f84a1b9-4abb-49c0-9547-7a2cd2355802,simulated,speed-1,1767114758.6190646,8.455374102822011,0.9346747489054564,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114758.7360063}
82d3ab20-1da9-4417-920a-22ae2c91132b,float,engine-temp-1,1767114759.2142656,82.91640002239733,1.0,observed,scalar,C,{'drift': -0.23393918131042202, 'noise': -0.05969649491144962}
70212d30-2c51-4fe0-b6d9-71f4d11a7376,simulated,fuel-1,1767114759.3690646,47.530715908950825,0.9972175807375893,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114759.4838502}
c62866c5-0e7a-49f7-8239-2cacd2334943,float,speed-1,1767114759.6255386,0.0,1.0,observed,scalar,km/h,{'drift': -1.6627179058856547, 'noise': -0.7683710668544105}
cf2df138-b1c4-4cc2-93ae-27d8e00f23de,float,engine-temp-1,1767114760.1077437,83.24184149656813,1.0,observed,scalar,C,{'drift': 0.024636767492239642, 'noise': 0.3008047066785565}
34a6a2b0-c71c-41ba-9bc4-938d3c6e4900,float,speed-1,1767114760.6258342,0.0,1.0,observed,scalar,km/h,{'drift': -0.6740848407833493, 'noise': -2.34866246049851}
56a2c7d7-c694-4730-b704-66b1a8d230db,float,fuel-1,1767114760.6258342,46.950436594654626,1.0,observed,scalar,%,{'drift': -0.25078377078612246, 'noise': -0.06171409112512047}
9901c55e-ef92-42a8-8417-3bab525a13be,float,engine-temp-1,1767114760.998089,80.67088614495947,1.0,observed,scalar,C,{'drift': -0.068261072666631, 'noise': -2.502694278942028}
4f319262-a939-4ba0-b731-a67082dc314f,simulated,speed-1,1767114761.6190646,0.5689374219028817,0.9298839423602526,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114761.7327135}
1b6bb8e5-b138-4dd5-a49d-22e4cdd49c97,float,engine-temp-1,1767114761.8727868,80.4884823058509,1.0,observed,scalar,C,{'drift': -0.0917273344083544, 'noise': -0.09067650470022173}
a6a585a2-3498-45ae-8c9a-1529b3a1f113,float,fuel-1,1767114761.888787,47.03385625831877,1.0,observed,scalar,%,{'drift': -0.17043783889261122, 'noise': 0.2538575025567529}
97dccc2d-8e1e-4eed-84f5-d39b3f4fbba9,simulated,speed-1,1767114762.6190646,-2.537426201121384,0.9160519557002922,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114762.7334874}
a155a391-93dd-4b60-a807-5b2dbacbc535,simulated,engine-temp-1,1767114762.7590778,85.40966541367796,0.9698841236570446,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114762.8719103}
7150dd0a-2675-46e0-9895-0aeb81aecd07,float,fuel-1,1767114763.1382492,46.68627529104088,1.0,observed,scalar,%,{'drift': -0.33934260897214175, 'noise': -0.008238358305748405}
393de6bc-b909-457c-8acd-7253d6b9fb58,float,engine-temp-1,1767114763.6658196,78.63068246699171,1.0,observed,scalar,C,{'drift': 0.21817871222786372, 'noise': -0.08739344943540289}
f760dd6e-eea1-4342-a8c6-4ad453359b95,simulated,speed-1,1767114763.6190646,-5.8259935332421335,0.9024318242741303,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114763.729555}
433674a2-a540-4721-bd68-baf28209f8ec,float,fuel-1,1767114764.3811812,46.853831185593506,1.0,observed,scalar,%,{'drift': 0.2789261132636479, 'noise': -0.11137021871102382}
6ff69352-4bb0-4241-9ea1-7c73ec134b63,float,engine-temp-1,1767114764.5516043,77.67756849111694,1.0,observed,scalar,C,{'drift': 0.06957098965688968, 'noise': -1.0226849655316663}
6c4d2bd9-5b95-46ef-b355-302eede755ca,float,speed-1,1767114764.6299214,4.613160098040331,1.0,observed,scalar,km/h,{'drift': -0.43022205061677976, 'noise': 1.688973058691227}
671abd7c-4f05-434a-8819-0d03823206ba,float,engine-temp-1,1767114765.4418437,77.93944684251596,1.0,observed,scalar,C,{'drift': -0.0685144276050465, 'noise': 0.3303927790040643}
3a88bd54-b6ab-4b23-8999-e8fc4103aaa2,float,fuel-1,1767114765.628964,46.52390880065847,1.0,observed,scalar,%,{'drift': -0.31215645283624527, 'noise': -0.01776593209879155}
a0ed9b0a-4bd7-4273-b17a-f2ce2739d4f6,simulated,speed-1,1767114765.6190646,-0.20036364199678444,0.9194613365140243,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114765.7227154}
29f9b5d6-6d6b-4c8d-a206-2fc1d8a003a7,float,engine-temp-1,1767114766.3333018,77.35701713000479,1.0,observed,scalar,C,{'drift': 0.08651401912005002, 'noise': -0.6689437316312145}
4b155f1e-919a-4553-abeb-d823fa71b954,simulated,speed-1,1767114766.6190646,-2.6350436399582744,0.9058034756834121,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114766.7342546}
9fb25c65-2116-46f1-9bec-49c0430550fc,float,fuel-1,1767114766.8761353,46.26518313408244,1.0,observed,scalar,%,{'drift': -0.1786249172042904, 'noise': -0.08010074937173547}
132fc065-b693-4bc2-a4f3-7ab4dce214f9,float,engine-temp-1,1767114767.215127,79.5952703457535,1.0,observed,scalar,C,{'drift': 0.14397938428926454, 'noise': 2.094273831459449}
fa79de53-fb7d-44d9-af75-f8d4ec4be5ab,float,speed-1,1767114767.636384,12.349601200963201,1.0,observed,scalar,km/h,{'drift': -1.251793659604962, 'noise': 3.7838783748345466}
45e4ad9a-710e-4a7f-8b9c-5d3b8aab6254,float,engine-temp-1,1767114768.1059914,79.63173157077745,1.0,observed,scalar,C,{'drift': -0.17828915216751468, 'noise': 0.21475037719146217}
35f47293-b1fa-4974-b981-38c19f3eab94,float,fuel-1,1767114768.137992,45.981398507817666,1.0,observed,scalar,%,{'drift': -0.34498826348821887, 'noise': 0.06120363722344228}
2f005958-612a-4219-84a3-b351747f213c,float,speed-1,1767114768.6258621,13.37714322901709,1.0,observed,scalar,km/h,{'drift': -1.424670984473836, 'noise': 2.4522130125277246}
472632ce-bda8-40d1-a6e0-91ecfaf65dc7,float,engine-temp-1,1767114768.9981055,83.89309181946251,1.0,observed,scalar,C,{'drift': 0.18317402616256923, 'noise': 4.078186222522502}
45dba7da-2102-4cf7-856d-4e4e5bf14246,float,fuel-1,1767114769.3889837,46.242926078310006,1.0,observed,scalar,%,{'drift': 0.4095154448487208, 'noise': -0.14798787435637958}
1979a11e-1ee3-4348-9ea5-8349155d9b2d,float,speed-1,1767114769.6378007,13.41370208354719,1.0,observed,scalar,km/h,{'drift': 0.8349675208782616, 'noise': -0.7984086663481622}
8dbc83a9-870b-4179-954e-e7fe5755c672,float,engine-temp-1,1767114769.8859968,81.94316130685401,1.0,observed,scalar,C,{'drift': -0.1739096607647554, 'noise': -1.776020851843754}
b9028fbf-3c37-4847-bd5f-debd3c75c9c3,float,speed-1,1767114770.6324382,12.118791499650216,1.0,observed,scalar,km/h,{'drift': -1.0239969609420396, 'noise': -0.27091362295493376}
172b840a-b940-44f7-a33d-27b2140af6e7,float,fuel-1,1767114770.6324382,46.478499854180285,1.0,observed,scalar,%,{'drift': 0.26073501393152543, 'noise': -0.02516123806124662}
f7b73fea-431c-4245-a12d-a44743785b29,float,engine-temp-1,1767114770.7866733,82.28053312660349,1.0,observed,scalar,C,{'drift': 0.15706886080442928, 'noise': 0.1803029589450422}
9ca1d38f-c7f4-448e-bfd6-944a71443084,float,speed-1,1767114771.6291187,6.283956753560858,1.0,observed,scalar,km/h,{'drift': -1.419654092955693, 'noise': -4.415180653133665}
044e5f1c-3bc4-45ef-9da0-c2a2c7ec5f39,float,engine-temp-1,1767114771.6752782,82.04116148428598,1.0,observed,scalar,C,{'drift': 0.14107939775530182, 'noise': -0.3804510400728115}
64008d9f-7c19-4406-8fe2-e2d565849ccf,float,fuel-1,1767114771.8776798,46.83298602676373,1.0,observed,scalar,%,{'drift': 0.31911942712259034, 'noise': 0.035366745460852646}
910d3ec0-183c-4a9e-b274-21276ff42ff8,float,engine-temp-1,1767114772.5596805,79.91647938445473,1.0,observed,scalar,C,{'drift': 0.05625349859304668, 'noise': -2.1809355984242953}
4b018b64-2a9f-4f35-bee9-b110c907e14c,float,speed-1,1767114772.6366148,0.3784777560231589,1.0,observed,scalar,km/h,{'drift': -1.2533022954326407, 'noise': -4.652176702105058}
8e7037c1-9ef4-4cee-8234-4dead323f977,float,fuel-1,1767114773.1344495,46.839594434867486,1.0,observed,scalar,%,{'drift': -0.1093914372890169, 'noise': 0.11599984539277915}
472f0169-a741-4a28-bed5-98dd5f90ca0e,float,engine-temp-1,1767114773.4452229,79.54025066392396,1.0,observed,scalar,C,{'drift': -0.05026476329803034, 'noise': -0.3259639572327501}
75ff3a59-990c-4af6-9071-737ded0d995a,float,speed-1,1767114773.6320283,1.9844876030942291,1.0,observed,scalar,km/h,{'drift': 0.2766146325830636, 'noise': 1.3293952144880066}
d55ec106-9041-4c80-a72d-200fd55fbe71,float,engine-temp-1,1767114774.3365707,79.81939666960155,1.0,observed,scalar,C,{'drift': -0.12656717428364994, 'noise': 0.40571317996123624}
f009247e-ce7c-44ca-8df9-fd737fd629de,float,fuel-1,1767114774.3823588,47.29791271556308,1.0,observed,scalar,%,{'drift': 0.39402489163927334, 'noise': 0.06429338905631703}
323b28bf-f3a2-41ff-8a08-311315b24f87,float,speed-1,1767114774.635147,0.0,1.0,observed,scalar,km/h,{'drift': -1.7024587022013162, 'noise': -1.600605499459364}
a99af702-3a87-4427-a638-61abf216bc16,float,engine-temp-1,1767114775.226406,79.25903138938551,1.0,observed,scalar,C,{'drift': 0.0677260349143729, 'noise': -0.6280913151304017}
b5e52a9c-b93c-4109-82f6-9afd865a005f,float,fuel-1,1767114775.6317098,46.91038311599203,1.0,observed,scalar,%,{'drift': -0.38388211754126134, 'noise': -0.0036474820297840247}
5de3a8a8-f25b-46fb-8661-c5f7a8e15109,float,speed-1,1767114775.6317098,0.0,1.0,observed,scalar,km/h,{'drift': -1.7402538439094002, 'noise': -1.1186873370060784}
66f99af8-6286-4ae4-9dc7-738f9b23fdfc,float,engine-temp-1,1767114776.1176758,79.42497173541565,1.0,observed,scalar,C,{'drift': 0.09283672291181366, 'noise': 0.0731036231183245}
7bc64e90-16ca-45f0-a49a-cfe9768fd6db,float,speed-1,1767114776.6317322,0.0,1.0,observed,scalar,km/h,{'drift': -0.9741404614184463, 'noise': -2.3460691317142968}
08bc1e8a-2dd2-42c9-ae64-7048cb584062,float,fuel-1,1767114776.8789124,46.986109770473384,1.0,observed,scalar,%,{'drift': 0.15330542534079494, 'noise': -0.07757877085944158}
d044fd85-8646-4201-b246-af9f07c542e1,simulated,engine-temp-1,1767114776.9990795,80.73523299131575,0.9684272433548738,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114777.1127675}
238c78f0-1a8d-48ca-94a9-2d8056c31cd4,float,speed-1,1767114777.6290796,3.292583545667213,1.0,observed,scalar,km/h,{'drift': 1.0604547804682443, 'noise': 2.2321287651989685}
cc550cd7-5950-40fe-b015-06bacb122b0c,float,engine-temp-1,1767114777.8948696,79.45442292023164,1.0,observed,scalar,C,{'drift': -0.2877537575193377, 'noise': 1.3749209151260504}
aff7a72a-0387-4ea3-9ab2-11b93c6bdd18,float,fuel-1,1767114778.1290746,46.797162333599324,1.0,observed,scalar,%,{'drift': -0.13478962432613895, 'noise': -0.054157812547918474}
e2fa0fe9-1380-479d-8b41-7489e411a020,float,speed-1,1767114778.6332881,3.889993115602602,1.0,observed,scalar,km/h,{'drift': -0.07753771660584174, 'noise': 0.674947286541231}
e739070d-232e-48e2-bd49-5496f22c2877,float,engine-temp-1,1767114778.7896829,79.89985639655833,1.0,observed,scalar,C,{'drift': 0.16077352540920803, 'noise': 0.28465995091749485}
8bad898d-9d1b-4a6d-8434-73b744819201,float,fuel-1,1767114779.3853405,47.392699336555665,1.0,observed,scalar,%,{'drift': 0.390190552675461, 'noise': 0.2053464502808768}
850d0bc2-9f71-49d1-a029-808414618527,float,speed-1,1767114779.6367743,1.9426823521411931,1.0,observed,scalar,km/h,{'drift': -0.31418692223090083, 'noise': -1.6331238412305082}
fb6afaee-fc89-4a99-a82a-ca058005c1a6,float,engine-temp-1,1767114779.6837704,80.34361006072074,1.0,observed,scalar,C,{'drift': 0.28195552949111197, 'noise': 0.16179813467129495}
f482d50b-f25c-4aa5-b4a0-9a806aaf1426,float,engine-temp-1,1767114780.572878,80.0273991332492,1.0,observed,scalar,C,{'drift': 0.020430054942558007, 'noise': -0.336640982414092}
7cf8271f-7e01-472d-9420-3e4b35726c6e,float,speed-1,1767114780.6359022,0.217967402396388,1.0,observed,scalar,km/h,{'drift': 1.287883071601156, 'noise': -3.012598021345961}
961debf1-3467-4783-88db-f0d6db8218e0,float,fuel-1,1767114780.6359022,47.28419043906251,1.0,observed,scalar,%,{'drift': -0.34042897532602057, 'noise': 0.2319200778328679}
cda8ffb8-d27d-4a4f-85fc-f5dfeb7b34b3,float,engine-temp-1,1767114781.4635315,80.07818792964007,1.0,observed,scalar,C,{'drift': -0.17435148242108525, 'noise': 0.22514027881195164}
3557c598-2170-4e4a-b60a-76afaf6ff37f,float,speed-1,1767114781.632559,2.7264410920456656,1.0,observed,scalar,km/h,{'drift': 1.522490839332157, 'noise': 0.9859828503171204}
46643610-f8d0-47c2-aa0d-413a0a56faa4,float,fuel-1,1767114781.8817449,46.97481696305649,1.0,observed,scalar,%,{'drift': -0.49934348899306835, 'noise': 0.18997001298704383}
c236896b-f4f5-4673-b097-ac517469ee55,float,engine-temp-1,1767114782.3488421,78.12505303339846,1.0,observed,scalar,C,{'drift': 0.13130761257685347, 'noise': -2.0844425088184635}
a11baa36-9297-4588-a237-a29f58e7d259,float,speed-1,1767114782.628029,1.9478001501776228,1.0,observed,scalar,km/h,{'drift': -0.7923626101508043, 'noise': 0.01372166828276143}
8bf5984b-05a2-4fec-bac5-d81d3da826d3,float,fuel-1,1767114783.127388,46.523785786374305,1.0,observed,scalar,%,{'drift': -0.40122093436672646, 'noise': -0.04981024231545942}
2d32d062-f823-451e-ac89-5a80cdcb2078,float,engine-temp-1,1767114783.2352664,77.05838556351918,1.0,observed,scalar,C,{'drift': -0.2827650613734682, 'noise': -0.7839024085058077}
ed3c5e04-42d1-4b56-b714-87884feaa75f,float,speed-1,1767114783.6280346,0.9219689808254001,1.0,observed,scalar,km/h,{'drift': 1.7554047039939387, 'noise': -2.7812358733461613}
7a2623f5-6bc6-4b40-bdc1-b82c965870bc,float,engine-temp-1,1767114784.1275322,76.84180917924965,1.0,observed,scalar,C,{'drift': 0.04710304600801901, 'noise': -0.26367943027755314}
87cecce0-70fa-400a-a55a-70bc021a65e6,float,fuel-1,1767114784.3777995,47.050990090599605,1.0,observed,scalar,%,{'drift': 0.4812522521267537, 'noise': 0.04595205209854621}
2a661f94-d549-4200-b71e-b51de0fb27c5,float,speed-1,1767114784.627076,0.49943573897250304,1.0,observed,scalar,km/h,{'drift': -1.7968740672732433, 'noise': 1.3743408254203462}
149150d0-7c3b-4d94-a45f-d0eee2ddee75,float,engine-temp-1,1767114785.0173683,73.93743509313427,1.0,observed,scalar,C,{'drift': 0.28331607188211566, 'noise': -3.1876901579975048}
bc644439-af3f-44d8-aa6d-b326b8737e77,float,speed-1,1767114785.6240327,7.774194316640293,1.0,observed,scalar,km/h,{'drift': 0.279354514979536, 'noise': 6.995404062688254}
1a3a9a7b-1909-429c-9c81-bcebcd887c72,float,fuel-1,1767114785.6392303,47.33853706568881,1.0,observed,scalar,%,{'drift': 0.26939084589625073, 'noise': 0.01815612919295404}
184fff12-69fe-4261-83e4-d461392d979a,float,engine-temp-1,1767114785.9070196,71.99764804153962,1.0,observed,scalar,C,{'drift': 0.08048026142996278, 'noise': -2.0202673130246076}
a9147168-cece-462e-bd5b-00d248b83f98,simulated,speed-1,1767114786.6190646,2.6681819773536506,0.9272085720764387,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114786.7301884}
2fa243fb-5661-4645-a5e7-c1c880788328,float,engine-temp-1,1767114786.8083901,73.21205305463167,1.0,observed,scalar,C,{'drift': 0.12264077942041829, 'noise': 1.091764233671631}
0d20c6e8-2e86-4b08-82a0-0e567a432f97,simulated,fuel-1,1767114786.8690646,46.97503516718632,0.9967076929552049,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114786.9811082}
bde1dca3-a35e-42f3-adb6-2755e4396626,float,speed-1,1767114787.6226006,5.9210725351088165,1.0,observed,scalar,km/h,{'drift': -1.5230496986114472, 'noise': -2.5188717813382224}
9ef15a4f-4daa-4001-bfd9-43f1410e8ed3,float,engine-temp-1,1767114787.6855083,74.37611980382754,1.0,observed,scalar,C,{'drift': -0.1856858975487461, 'noise': 1.3497526467446088}
c5bba160-23ef-47f8-8300-fd9359cc96e6,float,fuel-1,1767114788.1282685,46.69476458206285,1.0,observed,scalar,%,{'drift': -0.49378736611956064, 'noise': -0.15721370985876099}
db8d7098-3ef5-43ca-a8e1-637ec57849eb,float,engine-temp-1,1767114788.582838,74.99335362188215,1.0,observed,scalar,C,{'drift': -0.12672777418503642, 'noise': 0.7439615922396462}
d02f434e-1c85-4417-834b-5d59735d8245,simulated,speed-1,1767114788.6190646,2.539079174646933,0.9193723578469257,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114788.7241356}
a8489052-3cfc-40d1-bca4-20fa2ed3c632,float,fuel-1,1767114789.382009,46.54294639417739,1.0,observed,scalar,%,{'drift': -0.0011033982327294245, 'noise': -0.15071478965273188}
92e6e19c-50ab-4520-986f-ad26fbd17f3b,float,engine-temp-1,1767114789.4775243,75.12893438472037,1.0,observed,scalar,C,{'drift': -0.2660159460893553, 'noise': 0.40159670892757465}
92622fbe-a596-47b5-93af-6807a1d5fcf5,float,speed-1,1767114789.6351461,8.864985290852774,1.0,observed,scalar,km/h,{'drift': -0.08154417754452359, 'noise': 1.269241270156569}
8f449efb-b20b-4322-a018-9253f82ae9e4,float,engine-temp-1,1767114790.3573573,74.97060270633582,1.0,observed,scalar,C,{'drift': 0.058215934569381345, 'noise': -0.21654761295392275}
af339a72-fba2-411c-9fc2-3fa72a1fb4dd,float,speed-1,1767114790.6223314,12.0130371169844,1.0,observed,scalar,km/h,{'drift': 0.7862537916825625, 'noise': 2.3617980344490634}
d9a5a555-801b-4db1-9a2e-ad865b29e5cf,float,fuel-1,1767114790.6388297,46.415149523288115,1.0,observed,scalar,%,{'drift': -0.03141110856970308, 'noise': -0.09638576231957288}
de4040eb-b29b-446b-b2bd-5e3a88fc2f39,float,engine-temp-1,1767114791.2458766,72.67793246761518,1.0,observed,scalar,C,{'drift': -0.22104520913846348, 'noise': -2.071625029582187}
469d4b8d-6d77-4086-8b4a-dff73a10cd0c,float,speed-1,1767114791.635776,6.383792469506541,1.0,observed,scalar,km/h,{'drift': 0.6532479860486164, 'noise': -6.282492633526475}
9249d07a-d487-4650-8d82-1136f01bf316,float,fuel-1,1767114791.89001,46.250593172302295,1.0,observed,scalar,%,{'drift': -0.1536904075569846, 'noise': -0.010865943428834592}
ab2078c8-88ea-4a38-9d13-51c0d96ee4b6,float,engine-temp-1,1767114792.1420934,72.55346747814792,1.0,observed,scalar,C,{'drift': 0.060617661583536764, 'noise': -0.1850826510507993}
70819a5b-b2b5-499f-9908-1768afe810b1,float,speed-1,1767114792.627406,4.230136914967625,1.0,observed,scalar,km/h,{'drift': -0.46210973939284195, 'noise': -1.691545815146074}
72e2c308-f914-4c83-9e6c-821b8ecc559b,float,engine-temp-1,1767114793.03192,71.96493824338111,1.0,observed,scalar,C,{'drift': 0.06648771396142822, 'noise': -0.6550169487282452}
081ff55c-e2fc-4206-b8ce-a5bbca0e9667,simulated,fuel-1,1767114793.1190646,46.76992450390395,0.9956627875908404,reconstructed,unknown,,{'reconstruction_method': 'KalmanFilter', 'reconstruction_time': 1767114793.2197416}
55768cde-9609-4a87-a4ec-f47c08e5ec44,float,speed-1,1767114793.6285377,0.9701414956757972,1.0,observed,scalar,km/h,{'drift': -0.7558729298960323, 'noise': -2.5041224893957956}
8e69fa75-8828-4902-98d5-33342e2434e8,float,engine-temp-1,1767114793.923846,70.91972932646446,1.0,observed,scalar,C,{'drift': 0.014552226267489643, 'noise': -1.0597611431841387}
4708fffd-a291-49c8-8745-0182cbe71775,float,fuel-1,1767114794.375615,46.917346059148976,1.0,observed,scalar,%,{'drift': 0.11255191513940344, 'noise': 0.16794133663691724}
